,CommitID,Dockerfile,LatestDockerfile,Comment,Date,FirstCommit Date,Deleted Date,RenameList
434,de4376792e103d35e9b16a023c4046d17cf15f22,4.0-rc/Dockerfile,4.0/Dockerfile,# TODO some sort of download verification here,2018-05-22 09:08:53-07:00,2018-05-22 08:18:05-07:00,,4.0-rc/Dockerfile
435,de4376792e103d35e9b16a023c4046d17cf15f22,3.7/Dockerfile,3.7/Dockerfile,# TODO some sort of download verification here,2018-05-22 09:08:53-07:00,2018-01-16 09:12:18-08:00,2018-06-27 10:12:42-07:00,3.7/Dockerfile
436,25295e42263584fff5f88dcbe196c0e36f2abcc5,3.7/Dockerfile,3.7/Dockerfile,# TODO some sort of download verification here,2018-04-27 22:01:19+00:00,2018-01-16 09:12:18-08:00,2018-06-27 10:12:42-07:00,3.7/Dockerfile
437,944c44b6304ab387e4640fddaa808bc93f32b176,3.3/windows/windowsservercore/Dockerfile,3.4/windows/windowsservercore-1709/Dockerfile,"# TODO docker-entrypoint.ps1 ? (for ""docker run <image> --flag --flag --flag"")",2016-09-28 11:02:33-07:00,2016-08-17 15:14:23-07:00,2019-04-11 16:27:32-07:00,3.3/windows/windowsservercore/Dockerfile
438,a51b641c84e1a8d543b6a234a090f8263188139a,3.3/windows/windowsservercore/Dockerfile,3.4/windows/windowsservercore-1709/Dockerfile,"# TODO docker-entrypoint.ps1 ? (for ""docker run <image> --flag --flag --flag"")",2016-11-08 20:45:12+01:00,2016-08-17 15:14:23-07:00,2019-04-11 16:27:32-07:00,3.3/windows/windowsservercore/Dockerfile
439,a51b641c84e1a8d543b6a234a090f8263188139a,3.4-rc/windows/windowsservercore/Dockerfile,3.4-rc/windows/windowsservercore/Dockerfile,"# TODO docker-entrypoint.ps1 ? (for ""docker run <image> --flag --flag --flag"")",2016-11-08 20:45:12+01:00,2016-11-01 13:59:57-07:00,2016-11-29 09:51:38-08:00,3.4-rc/windows/windowsservercore/Dockerfile
440,a51b641c84e1a8d543b6a234a090f8263188139a,3.2/windows/windowsservercore/Dockerfile,3.2/windows/windowsservercore-1709/Dockerfile,"# TODO docker-entrypoint.ps1 ? (for ""docker run <image> --flag --flag --flag"")",2016-11-08 20:45:12+01:00,2016-08-17 15:14:23-07:00,2018-12-24 10:19:45-08:00,3.2/windows/windowsservercore/Dockerfile
441,a51b641c84e1a8d543b6a234a090f8263188139a,3.0/windows/windowsservercore/Dockerfile,3.0/windows/windowsservercore-1709/Dockerfile,"# TODO docker-entrypoint.ps1 ? (for ""docker run <image> --flag --flag --flag"")",2016-11-08 20:45:12+01:00,2016-08-17 15:14:23-07:00,2018-05-09 12:13:56-07:00,3.0/windows/windowsservercore/Dockerfile
442,7d69d9ffc31ed77b9a9686efb18cdb25ec4349b4,4.2-rc/Dockerfile,4.2-rc/Dockerfile,# TODO some sort of download verification here,2019-08-08 10:01:42+00:00,2019-06-12 16:19:52-07:00,2019-08-13 09:19:51-07:00,4.2-rc/Dockerfile
443,b9dbfbabade7d7ad651592649eecf8b777de6ec9,3.4/Dockerfile,3.4/Dockerfile,# TODO some sort of download verification here,2018-02-07 23:49:39+00:00,2016-11-01 13:59:57-07:00,2020-02-07 15:52:58-08:00,3.4/Dockerfile
444,c47466bb5eaecfa3b6fcf54a492b2e1c57182af7,3.6/windows/windowsservercore-ltsc2016/Dockerfile,3.6/windows/windowsservercore-ltsc2016/Dockerfile,"# TODO docker-entrypoint.ps1 ? (for ""docker run <image> --flag --flag --flag"")",2018-08-21 10:01:24+00:00,2017-11-22 16:40:34-08:00,,3.6/windows/windowsservercore-ltsc2016/Dockerfile
445,c47466bb5eaecfa3b6fcf54a492b2e1c57182af7,3.6/windows/windowsservercore-1709/Dockerfile,3.6/windows/windowsservercore-1709/Dockerfile,"# TODO docker-entrypoint.ps1 ? (for ""docker run <image> --flag --flag --flag"")",2018-08-21 10:01:24+00:00,2017-11-22 16:40:34-08:00,2019-04-11 16:27:32-07:00,3.6/windows/windowsservercore-1709/Dockerfile
446,c47466bb5eaecfa3b6fcf54a492b2e1c57182af7,3.6/Dockerfile,3.6/Dockerfile,# TODO some sort of download verification here,2018-08-21 10:01:24+00:00,2017-11-22 16:40:34-08:00,,3.6/Dockerfile
447,a625cc00167b598f6902de0824519196410074f4,3.5/windows/windowsservercore/Dockerfile,3.5/windows/windowsservercore-1709/Dockerfile,"# TODO docker-entrypoint.ps1 ? (for ""docker run <image> --flag --flag --flag"")",2017-08-22 10:01:09+00:00,2017-03-31 14:11:27-07:00,2017-12-05 17:55:06-08:00,3.5/windows/windowsservercore/Dockerfile
448,1af403f9d70fed1da9502b6f486a5f68f384eef7,3.2/windows/windowsservercore-1709/Dockerfile,3.2/windows/windowsservercore-1709/Dockerfile,"# TODO docker-entrypoint.ps1 ? (for ""docker run <image> --flag --flag --flag"")",2017-11-27 23:01:12+00:00,2016-08-17 15:14:23-07:00,2018-12-24 10:19:45-08:00,3.2/windows/windowsservercore-1709/Dockerfile
449,1af403f9d70fed1da9502b6f486a5f68f384eef7,3.2/windows/windowsservercore-ltsc2016/Dockerfile,3.2/windows/windowsservercore-ltsc2016/Dockerfile,"# TODO docker-entrypoint.ps1 ? (for ""docker run <image> --flag --flag --flag"")",2017-11-27 23:01:12+00:00,2017-11-22 14:27:49-08:00,2018-12-24 10:19:45-08:00,3.2/windows/windowsservercore-ltsc2016/Dockerfile
450,ee4dbc80f49fbd6b7a5da67815e5f815326ef2cc,4.2/Dockerfile,4.2/Dockerfile,# TODO some sort of download verification here,2020-06-15 22:01:24+00:00,2018-07-17 14:11:36-07:00,,4.2/Dockerfile
451,ee4dbc80f49fbd6b7a5da67815e5f815326ef2cc,4.2/windows/windowsservercore-ltsc2016/Dockerfile,4.2/windows/windowsservercore-ltsc2016/Dockerfile,"# TODO docker-entrypoint.ps1 ? (for ""docker run <image> --flag --flag --flag"")",2020-06-15 22:01:24+00:00,2018-07-17 14:11:36-07:00,,4.2/windows/windowsservercore-ltsc2016/Dockerfile
